avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,deathRate
415,164,516.6,56645,64180,13.1,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,"Salem County, New Jersey",2.61,48.7,15.6,36.5,,9.1,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,0.97972973,2.315724816,49.59953998,5.98109071,194.8
24,12,403.1,52711,3687,10.2,0,"(51046.4, 54545.6]",47.1,47.3,46.9,"Sheridan County, Montana",2.16,56.5,17.6,52,,2.7,30.4,17.8,64.5,2.7,76.9,57.6,41.9,31.8,12.9,92.75482094,0.055096419,0.165289256,1.267217631,49.84746797,3.617945007,165
522,208,483.8,48925,122851,18.3,32.55976752,"(48021.6, 51046.4]",32.8,31.9,33.8,"Warren County, Kentucky",2.48,47.2,8,29.6,,8.1,30.9,17.2,59.9,7.9,68.2,56,49.6,30.5,17.8,82.10760824,9.374527112,3.065153426,3.034047919,47.69427369,5.172199041,192.7
20,7,307.1,57242,4691,9.6,0,"(54545.6, 61494.5]",52.9,51.2,53.5,"Ouray County, Colorado",2.31,61,17.3,37.6,,2.4,19.4,30.8,56.4,6.7,69.8,49.8,31.7,35,13.9,97.72925764,0,0.829694323,0,56.86868687,2.292993631,106.1
362,149,417.9,50388,93259,15.8,0,"(48021.6, 51046.4]",32.2,32,32.4,"Grant County, Washington",3,52.3,28.7,33.4,,2.1,26.8,10.7,57.1,10.1,49.9,39.2,33.9,41.2,29.2,71.19474313,0.717932008,1.026392962,22.46442924,54.65445682,6.92564347,173.1
554,253,409.6,30414,134197,33.1,14.90346282,"[22640, 34218.1]",35.2,33.8,36.6,"Robeson County, North Carolina",2.87,39.2,23.4,34.1,39.4,3.1,33.5,9,45.8,12.1,43.4,,27.8,45.1,32,30.07614684,24.10673903,0.755536772,4.385672235,40.63093964,5.971635486,193
1825,688,435.6,67676,452745,8.6,88.34995417,"(61494.5, 125635]",35,33.5,37,"Virginia Beach city, Virginia",2.63,50.1,8.8,31.9,,9.3,22.4,22.2,60.4,6.1,80,,42.2,22.1,9.2,67.74074818,19.30826028,6.463003859,1.417162997,50.40904224,5.841796248,168.1
69,30,489,49567,10898,12.2,0,"(48021.6, 51046.4]",41.6,40.7,42.7,"Cumberland County, Illinois",2.51,56.1,14,36.1,40.3,9.5,37.2,9.8,56.7,7.4,68.1,51.5,44.1,40.1,21.7,98.11751805,0.210180024,0.849858357,0,55.0812065,6.796116505,201.4
406,174,473.3,42044,79161,19.4,12.63248317,"(40362.7, 42724.4]",36.2,35,37.2,"White County, Arkansas",2.55,53.8,11.8,24.3,,6.3,37.6,11.7,52,7.1,61.2,,39.6,37,20.9,91.11873888,4.590643275,0.559369438,1.254767353,54.51299143,5.493655215,201.4
28,13,416.4,37331,4135,20.6,0,"(34218.1, 37413.8]",46.6,44,48.3,"Hardin County, Illinois",2.49,49.4,14.2,42.3,,3.4,34.3,8.2,43,18.1,56.6,40.4,38.8,47.8,26.9,96.5704825,0.78051088,0.662251656,0.449385052,51.52057245,6.818181818,195.3
79,33,434.2,62230,15753,8.8,0,"(61494.5, 125635]",40.5,39.4,41.5,"Madison County, Iowa",2.48,60.7,20.2,18.5,,17.2,38.9,16.4,64.4,5.7,80.4,63.7,55.5,28.1,12.1,97.43032473,0.581692662,1.003579647,0.204551266,58.52208835,4.930617065,172.2
33,12,538.6,39918,3789,13.7,0,"(37413.8, 40362.7]",48.2,46.7,49.2,"Lewis County, Idaho",2.31,55.6,41.2,34,,0,34.3,11.1,50.7,6.5,56.4,36.4,30.5,41.8,16.8,89.19202518,0.078698846,0.577124869,0.419727177,51.69230769,4.80349345,185.6
56,23,446.2,37672,8647,26.4,0,"(37413.8, 40362.7]",45.1,44.6,45.5,"Seminole County, Georgia",2.62,46.9,30.4,23,,3.4,40.3,9,,9.4,51.1,,31.3,43.1,25.7,64.15782871,33.49298666,0.547382826,0.570190444,47.7128143,2.387267905,180.1
564,198,506.7,49191,91446,12.9,0,"(48021.6, 51046.4]",43.1,42.4,43.7,"Wayne County, New York",2.48,52.7,17.9,33.3,41,7.7,37,12.3,58.1,7.5,71,55.6,51.4,34.7,18.1,93.14729051,3.423649584,0.634089335,0.83968144,51.17885733,5.106970324,175.5
223,105,479.3,37151,32147,20.5,0,"(34218.1, 37413.8]",44.9,43.7,46,"Henry County, Tennessee",2.36,55.2,14.8,54.4,24.4,6.4,45.1,8.5,48.3,9.7,59.8,40.9,32.6,44.2,24,89.49456134,8.624376336,0.210728563,0.083671635,51.26568184,4.382650748,219.1
45,15,435,49369,7531,15.3,0,"(48021.6, 51046.4]",45.8,44.8,46.6,"Goliad County, Texas",2.54,57.6,14.1,51.1,,6.8,39.5,9.1,48.6,9.3,70.4,49.3,43.7,37.6,15.4,72.19973009,5.614035088,0.067476383,20.91767881,57.37591114,5.702647658,139.8
276,114,457.1,50345,40877,10.1,0,"(48021.6, 51046.4]",47.3,46.2,48.6,"Ottawa County, Ohio",2.33,57.1,13.8,47.6,,7.8,38.6,13.7,57.3,5.5,75.6,55.9,50.3,35.3,15.4,95.64161119,0.966911229,0.354696079,1.518390749,55.11711088,4.504504505,185.3
71,32,449.1,35379,11509,23.4,0,"(34218.1, 37413.8]",45.8,44.9,46.5,"Jackson County, Tennessee",2.49,50.8,5.8,57.3,,3.9,47.7,5.1,40.2,14.5,48.3,33.2,27.6,52.2,32.2,96.72929715,0.71329158,0.026096033,0.617606124,50.34208784,3.981937603,196.5
99,38,463.3,58234,16401,7.5,0,"(54545.6, 61494.5]",508.8,41.6,43.2,"Iowa County, Iowa",2.34,61.5,15.9,47.8,,4.3,38.4,13.2,67.6,1.8,81,61.6,53.7,31.1,11.9,97.95643661,0.838228096,0.189672051,0.140724425,59.62751137,5.613126079,163.4
696,273,459.5,40581,135727,21,7.367730813,"(40362.7, 42724.4]",37.4,36.6,38.3,"Humboldt County, California",2.47,41.4,9.3,25.7,58.5,6.5,25.2,18.5,52.3,10.5,55.1,,33.3,41.4,24.2,81.32840618,1.27079106,2.638594724,3.561325296,40.60826608,5.240578994,177.4
163,65,503.8,56099,29984,11,0,"(54545.6, 61494.5]",39.1,38.3,40,"Caroline County, Virginia",2.48,51.7,6.8,41.6,43.7,7.8,36.7,12.9,57.9,8.6,70.1,56.3,50.7,30.2,16.4,66.06017241,29.25823708,0.807523255,1.185730349,51.58614403,4.384535624,201.8
625,263,498.3,39757,98632,21.5,496.7961716,"(37413.8, 40362.7]",41.8,40.5,43.4,"Ashtabula County, Ohio",2.48,48.2,25.4,41.9,30.3,2.5,44.9,8.9,50.7,8.9,61.7,46.9,43,39.1,22.6,93.25596079,3.406596711,0.472052677,0.484079497,47.3540756,6.447299298,203.2
1691,583,465.2,74220,385590,6.8,59.64884981,"(61494.5, 125635]",37.4,36.3,38.7,"St. Charles County, Missouri",2.65,57.1,9.2,28.8,,10.1,26.1,23.3,68.1,5.1,84,,65.7,19.2,8.2,90.34724724,4.490068169,2.298261763,0.551486773,59.06748802,5.121121033,162.9
74,38,431.5,37417,11660,19.9,0,"(37413.8, 40362.7]",45.3,44.2,46.1,"Decatur County, Tennessee",2.3,56.1,15,38.9,,4.7,44.6,7.5,48.1,10.1,58.4,42.8,35.7,44.3,23.9,94.10405614,2.781105596,0.265274688,0.795824063,50.74327039,4.422498927,212.3
209,90,421.6,62394,49432,11,20.22981065,"(61494.5, 125635]",38.9,37.9,39.6,"Culpeper County, Virginia",2.83,55.9,14,49.6,32.1,4.3,34.1,14.9,59,7.3,72.7,60,53.2,25.8,13.2,77.27160086,14.35032215,1.435238725,2.023789856,58.08658795,4.025191676,187.1
3012,1037,517.7,74576,510393,8.5,25.47056876,"(61494.5, 125635]",42.1,40.5,43.4,"Plymouth County, Massachusetts",2.71,50.9,11.1,34.5,,12.7,29,22.1,62.4,7.9,76.7,61.6,56.7,33.4,17.4,84.85390555,9.01979626,1.271241123,2.385636941,54.00578752,4.322689366,176
177,77,445.3,32283,31747,30.1,0,"[22640, 34218.1]",39.5,38.1,41.8,"Marion County, South Carolina",2.67,39.7,20.5,45,29.8,4.7,39.1,10.7,46.9,13.9,47.1,36,31.2,46.2,31.1,40.6969876,55.94864302,0.662169304,0.817608108,39.11189162,8.279819647,193.6
1962.667684,9,453.5494221,44932,2506,11.8,0,"(42724.4, 45201]",50.9,48.7,52.4,"Rawlins County, Kansas",2.07,61.7,29.1,28.5,,2.5,30.8,18.6,58.2,2.3,77.6,53.6,40.8,35.1,12.4,97.40667976,0.353634578,0.117878193,0.47151277,53.38283828,10.28708134,177.8
16,6,367,61098,5048,9.5,0,"(54545.6, 61494.5]",33.5,33.1,34.2,"Crane County, Texas",3.01,55.4,33.6,35.7,30.6,0,30.4,9.4,57.5,5.2,64.5,54.9,51.8,23,14.8,56.15221987,3.488372093,0,37.61099366,55.70687419,11.89138577,150.1
393,150,476,44888,59736,13.5,100.4419446,"(42724.4, 45201]",45.5,44.3,46.9,"Rutland County, Vermont",2.29,49.4,9.1,35.9,,11.9,34.2,18.1,59.3,6.6,65.3,47.8,42.7,44.4,24.2,96.93375186,0.632744094,0.731868495,0.219725756,47.86519502,4.093296262,178.8
180,70,441.6,40797,53154,25.9,112.8795575,"(40362.7, 42724.4]",28.5,28.1,29.3,"Lafayette County, Mississippi",2.65,36.3,4.3,16.1,,8.7,20.9,21.7,52.8,8.4,73.5,,47.3,25.1,13.6,71.99867107,24.02235729,1.932810882,0.570658016,40.60228453,4.979333506,168.3
58,19,495.8,26504,8479,33.2,0,"[22640, 34218.1]",42.4,41.2,45.1,"Greene County, Alabama",2.7,30.9,22.3,29.9,,1.6,38.9,7.8,35.2,20.4,44.7,,23.8,54.1,32.2,17.7877429,80.6599977,0.160975049,0,31.3027179,7.343412527,154.5
217,92,405,50774,48901,10.7,163.5958365,"(48021.6, 51046.4]",38.9,37.8,40.3,"Shelby County, Ohio",2.62,57.4,14.7,44.4,,6.2,44.1,9.7,62.6,6.7,77.4,62.1,56.9,28.9,14,94.51362423,2.604601871,0.71942446,0.330160801,57.14516912,6.776406036,167.3
689,255,457.6,41765,175842,23.4,244.53771,"(40362.7, 42724.4]",31.5,30.3,32.5,"Pitt County, North Carolina",2.48,39.6,7.3,17.2,,10.8,25.2,19.1,57.6,12.1,66.2,55.2,45,28.9,17.5,58.67961657,34.14711332,1.701975857,2.905096721,39.1929128,4.079871327,171.8
72,27,488.4,51045,10295,12.1,97.13453133,"(48021.6, 51046.4]",42.8,41.2,44.8,"Franklin County, Iowa",2.42,57.6,17.9,39.6,35.3,7.2,38.1,11.8,60,4.2,72.7,53.3,41.1,37.5,17.5,92.09648203,1.067785299,0.228811135,5.291257508,55.65993424,2.411347518,165.3
205,82,332.9,29497,76708,35.8,0,"[22640, 34218.1]",30.8,29,32.3,"McKinley County, New Mexico",3.97,33.5,25.1,35.8,,2.9,33.1,6.7,42.4,15.5,25,19.6,16.8,47.9,37.6,16.93289008,0.814886889,0.968945107,3.735236087,39.14033281,7.322096363,137.7
254,112,412.1,46375,45563,13.7,1097.381647,"(45201, 48021.6]",43.9,42,45.6,"Barron County, Wisconsin",2.35,55.8,15.6,44.4,,3.3,39.8,10.6,60,6,68.4,50.9,43.2,39.2,19,95.66169067,1.267346671,0.474981395,0.709188811,52.64644351,5.884312202,168.4
3367,1260,412.6,43338,974861,27.5,82.06298129,"(42724.4, 45201]",31.4,30.5,32.3,"Fresno County, California",3.17,44.2,17.4,27.7,,4.8,22.8,13,52.8,13.2,49.4,39.2,34.2,43.1,30.8,59.623893,5.069145617,9.77257358,20.2889159,46.81324986,6.004383506,152.8
1962.667684,11,453.5494221,56032,4964,8.3,0,"(54545.6, 61494.5]",42,40.7,43.4,"Scott County, Kansas",0.0221,65.3,21,18.3,48.3,12.3,33.4,15.7,67.5,5.8,84.1,67.1,50.8,24.7,6.3,95.23133117,0,1.055194805,2.820616883,56.83060109,6.629834254,160.5
74,34,452.5,35313,12845,24.5,0,"(34218.1, 37413.8]",40,38.5,42.1,"Haskell County, Oklahoma",2.6,54.6,29,40.9,,0.2,38.7,8.7,45.3,8.7,46,28.4,23.2,45.5,25,74.76264591,0.848249027,0.412451362,0.186770428,51.62145625,5.772811918,200
203,86,475.3,41423,38194,17.3,0,"(40362.7, 42724.4]",35.3,33.7,36.9,"Pontotoc County, Oklahoma",2.52,47.4,14.4,30.1,49.6,5.9,33.5,16.7,58.3,6.2,58,45,40,35,20.2,71.0760741,2.351859151,0.906582578,0.525555118,45.82276746,5.893866899,195.7
190,62,487.6,73684,33879,5.1,0,"(61494.5, 125635]",42.1,40.5,43.2,"Monroe County, Illinois",2.62,62.2,11,28.6,,10.4,33.7,18.9,64.1,5.2,83.4,67.5,61.7,25.2,11.3,97.71609171,0.3399028,1.031634813,0.032797639,64.51689109,5.213333333,153.4
53,28,369.6,32826,8473,23.9,0,"[22640, 34218.1]",47.8,46.8,48.5,"San Augustine County, Texas",2.93,44.3,17.2,58.9,,0,42.9,7.1,31.2,16.3,43.9,23.2,15,47.4,25.6,74.58309373,22.23116734,0.034502588,0.667050029,48.0222068,5.389980977,182.2
61,26,474.1,35630,14649,31.6,0,"(34218.1, 37413.8]",30.3,28.9,31,"Rolette County, North Dakota",3,38.8,22.5,25,,2.3,21.8,16.1,48.9,4.8,35.8,,26.9,36.9,29.2,20.06483653,0.538005242,0.255207615,0.186232584,37.72517805,6.726726727,216.9
224,90,491.8,58900,37143,9.7,26.92297337,"(54545.6, 61494.5]",43.6,42.3,44.8,"Gloucester County, Virginia",2.57,57.9,15.5,40.4,,7.4,33.9,14.1,57.8,4.7,76.4,57.3,41.6,26.8,9.7,87.72465609,8.267344126,0.508094376,0.224318262,58.1022409,4.308202154,200.4
56,32,336.8,31734,14295,31.7,0,"[22640, 34218.1]",40.5,36.1,45.6,"Hamilton County, Florida",2.35,39.3,36.9,44.4,18.7,0,37.4,7.2,33.1,15.8,49.7,35.3,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956,44.32593857,7.14920071,188.4
149,69,460.9,50731,24293,11.2,288.1488495,"(48021.6, 51046.4]",42,41,43,"White County, Indiana",2.53,57.8,21.3,40.4,,5.3,44.3,10.3,59.3,6,71.6,55.7,49.9,32.1,16,94.40298507,0.360833197,0.241922257,3.05478104,56.82749921,6.172839506,206.3
134,63,535.4,31397,21950,24.5,0,"[22640, 34218.1]",38.6,37.8,39.5,"Scott County, Tennessee",2.61,50.2,12.6,56,,3.2,47.6,4.6,45,14.1,48.7,38.4,31.8,45.7,30.3,98.26248696,0.222292791,0.113414689,0.049902463,49.54868215,5.677867903,255.9
155,63,457.3,30636,26395,29.4,37.88596325,"[22640, 34218.1]",39.3,37.2,41.1,"Morehouse Parish, Louisiana",2.5,42.9,30.7,38.5,,1.8,43.5,9.3,47,8,46.9,34.7,30.4,45.3,30.3,50.40722642,47.29009329,0.255442026,0.636754035,42.03120513,4.979184013,186.4
15,6,481.1,33950,4370,33.6,0,"[22640, 34218.1]",27,25.3,28.4,"Sioux County, North Dakota",3.93,27.2,27.7,28.2,42.4,1.7,31.8,13.5,,20.3,36.8,29.4,24.7,39.7,31.8,14.08675799,0.0456621,0.159817352,0.159817352,31.69398907,8.229665072,259.1
1401,577,492.8,39812,251460,24.1,365.863358,"(37413.8, 40362.7]",36.6,34.8,38.4,"Caddo Parish, Louisiana",2.55,39.3,22.2,30.3,40.4,7,32.9,15,,7,56.7,43.1,37.4,39,24,47.84919644,47.93909132,1.204748334,0.988843614,37.397312,5.272379222,199.4
1625,483,475,94549,261221,8.8,421.0993756,"(61494.5, 125635]",45.4,43.7,46.9,"Marin County, California",2.41,51.8,14.3,25.9,,13.6,11.8,31.4,61.2,5.7,78.4,,48.8,28.9,12.5,79.3182865,2.548103534,5.682623118,7.669083294,50.02315038,5.448237059,135.2
4146,1677,467.1,48973,807598,17.6,633.9787865,"(48021.6, 51046.4]",37,35.4,38.7,"Hamilton County, Ohio",2.37,42.5,12.6,31.3,,13,27.1,21.5,60.2,8.8,68.1,56.1,50.8,32.7,20.4,68.75480295,25.64530449,2.242991119,0.735021649,39.24670876,5.234779851,185.1
328,113,529.1,45331,59875,18.3,0,"(45201, 48021.6]",36.7,35.6,37.7,"Vermilion Parish, Louisiana",2.69,48.5,25,42.1,,5.6,41,9.6,,8.5,60.1,46.4,40.6,36.7,21.8,81.09964473,14.13973947,2.087633226,0.306208763,48.38043678,5.605176173,180.3
581,230,467.1,46849,97631,16.6,0,"(45201, 48021.6]",42,41.5,42.7,"Steuben County, New York",2.36,50.5,17.2,38.3,,7,37.6,11.1,54.6,8.2,66.4,49.1,45.4,39.9,20.7,94.97896924,1.56691836,1.529417727,0.334465109,46.99936675,6.856742229,178.7
137,59,431.1,32508,25759,25,3493.924454,"[22640, 34218.1]",39.7,38.1,41.9,"Anson County, North Carolina",2.55,39.3,20.6,46.1,,3.3,41.6,6.6,46.4,17.6,53.2,39.4,35.8,41.5,25.5,48.12703271,48.81193801,1.170843696,0.577769275,40.6686994,9.115971329,186.1
11495,4052,408,42754,2693117,20.4,164.8647274,"(42724.4, 45201]",39,37.5,40.5,"Miami-Dade County, Florida",3.08,40.7,15.4,29.1,46.9,8.6,28.5,17.1,56,10,46.4,41.2,32.5,32,21.8,75.75059434,18.6422952,1.58659847,2.425501375,43.27147205,4.372227998,137.3
87,46,455,30019,13802,25.1,0,"[22640, 34218.1]",41.6,40.2,43,"Ripley County, Missouri",2.57,55.1,19.5,25.2,,0.5,39.1,6.3,49.2,10.1,46.7,32.5,28.2,48.4,28.6,96.44031451,0.235882773,0.057183703,0.214438885,53.19933616,7.130554599,236
254,100,429.6,80650,48904,7.5,0,"(61494.5, 125635]",43.5,42.7,44.1,"Queen Anne's County, Maryland",2.75,57.4,13.6,34.7,40.8,10.9,29.9,21.6,65,5.3,80.3,64.2,55.6,28.8,13.5,89.60699588,7.407407407,0.87037037,0.450617284,62.34448122,5.627462015,173.8
335,137,469,38992,51441,19.3,2332.769581,"(37413.8, 40362.7]",42.1,40.4,44.5,"Knox County, Illinois",2.25,44,11.7,32.6,,6,36.6,11.4,50.1,7.4,63.2,45.4,39.4,43.9,24.5,87.02602088,8.499002149,0.82514584,1.897835431,42.65057979,5.205017787,180.1
248,92,495.4,43202,39498,15.1,0,"(42724.4, 45201]",40.3,39.4,41.1,"Clarion County, Pennsylvania",2.39,50,8.9,30.1,,5.4,47,12.3,51.7,8.1,70.6,52.7,46.4,36.2,16.8,96.87484159,1.183656917,0.615907132,0.248390531,50.2590019,4.792232199,179.4
65,28,525.3,42288,9512,16.9,0,"(40362.7, 42724.4]",41.8,40.1,43,"McLean County, Kentucky",0.025,60.1,13.6,40.1,,5.5,39.9,6.1,52.4,8.4,63.9,47.1,41.3,41.9,22.5,97.77894737,0.442105263,0.273684211,0.031578947,57.86113328,7.128810226,215.1
677,297,443.6,42232,138900,19.5,158.387329,"(40362.7, 42724.4]",38.2,36.4,39.5,"Florence County, South Carolina",2.61,46.1,17.2,29.9,,6.7,33.7,13.9,,12.1,59.7,46.5,41.6,38.6,23.5,54.89553965,41.74437938,1.16171474,0.305790501,45.28902347,5.663639027,195.5
44,20,398.4,30699,6780,35.6,0,"[22640, 34218.1]",39.7,38.1,42.2,"Alexander County, Illinois",2.65,37.8,14.2,42.4,,0.2,35.8,6.1,41.5,13.9,39.5,,21.9,58,39.1,61.62411733,34.42422596,0.312330255,0.298750679,36.76248109,4.373757455,181.1
233,69,415.5,60658,54688,10.7,749.7074312,"(54545.6, 61494.5]",38.8,37.6,40,"La Plata County, Colorado",2.38,51,9.2,23.4,,10.1,19.4,27.3,63.7,5.2,70.6,57.5,42.7,25,12.7,88.57508179,0.379827761,0.716407807,2.37298334,49.65834612,5.222636717,129.3
123,46,445.7,51558,20466,11.6,0,"(51046.4, 54545.6]",43.2,42.4,44.3,"Jones County, Iowa",2.34,57,18.5,23.8,,8,39.6,12.4,59.2,5,77.7,,47.5,33.8,14.6,95.61284047,1.916342412,0.408560311,0.364785992,55.70921552,5.726980992,154
87,39,467.2,56444,17615,14.1,0,"(54545.6, 61494.5]",36,35.7,37.1,"Scurry County, Texas",2.65,53.3,18.6,36.2,,4.8,30.7,10.1,55.3,3.3,64.9,,42.5,31.4,17.4,86.9474417,4.548091426,0.295857988,5.737324516,57.2702332,5.812641084,203.5
51,22,460.2,44732,8212,16.8,0,"(42724.4, 45201]",42.8,41.5,44.2,"Ballard County, Kentucky",2.48,54.8,8.7,34.9,,7.6,39.4,8,52.8,6.2,61.5,45.8,41.2,40.8,23.7,94.36773256,3.379360465,0.593507752,0.048449612,53.71046229,6.105990783,191.3
5164,1722,468.1,84309,938506,7.6,330.3122196,"(61494.5, 125635]",41.5,40,42.9,"Bergen County, New Jersey",2.73,54.2,10.1,25,47.3,17.6,24.3,29.5,61.4,6.5,75.5,64.3,57.8,23.3,11.8,70.42738549,5.833882094,15.62164671,5.683611672,56.4163314,4.077070131,147.3
178,78,474.1,55190,33470,10.3,0,"(54545.6, 61494.5]",38.8,38,39.7,"Jasper County, Indiana",2.71,56.3,16.4,35,,7.1,42.8,9.7,58.4,6.3,73.7,58.9,53.4,28.4,14.6,96.65749821,0.738459699,0.218249223,0.678665391,59.81993998,6.211096076,204.7
48,14,507.4,50874,7058,15.6,0,"(48021.6, 51046.4]",52,52.9,50.8,"Boise County, Idaho",2.29,56.9,19.4,33.2,,5.5,27.8,17.5,48.1,10.5,67.9,,36.3,37.8,13.9,95.20697168,0.537400145,0.348583878,0.087145969,54.17508418,3.703703704,163.9
703,305,445.1,41948,121707,15.9,188.9784482,"(40362.7, 42724.4]",41.3,39,43.4,"Richland County, Ohio",2.4,48.2,21.2,40.9,,4.6,41.2,10.5,51.4,8.7,65.4,46.9,43.1,40.1,21.1,87.02253254,7.479233436,0.710478122,0.530610243,47.42739538,4.974134501,186
243,93,440,37884,34201,18.1,0,"(37413.8, 40362.7]",49,46.4,50.9,"Macon County, North Carolina",2.16,58.1,24.7,24.8,41.2,9.3,29.8,14.9,47.3,7.3,55.4,35.2,27.1,44.4,21.7,92.19316607,1.105575046,0.71936083,4.263097379,51.66065911,5.212083268,161.4
55,26,398.9,52673,11339,12.6,0,"(51046.4, 54545.6]",45.2,44.9,45.5,"Skamania County, Washington",2.49,54.4,20,43.8,,2.4,29.2,14.2,51.5,8.3,64.4,49.7,42.6,36.1,20.5,93.41812683,0.844970204,0.978386552,0.773814818,52.94771969,4.805591962,188.3
58,29,475,47606,10524,17.4,0,"(45201, 48021.6]",40.1,38.9,41,"Switzerland County, Indiana",2.55,56.7,31.2,36.3,32.5,0,46.6,6.5,52.8,9.6,61.4,46.3,40.5,37.1,20.1,96.85714286,0.99047619,0.238095238,0.438095238,55.71112749,3.788224555,232.3
65,30,464.6,38928,10013,22.2,0,"(37413.8, 40362.7]",45.2,42.5,48,"Jones County, North Carolina",2.43,51.6,15.9,40.8,,4.3,31.2,8.1,47.9,11.6,54.9,33.3,26.4,46.1,22.6,65.09935078,31.71355499,0.098367106,1.042691324,49.05705996,5.365126677,205.2
1962.667684,20,453.5494221,55292,9796,14.2,0,"(54545.6, 61494.5]",32.7,31.4,33.9,"Stevens County, Minnesota",2.55,51.3,5.3,22.9,,5.2,27.2,20.1,63.6,3.1,84.2,66.5,52.3,27.8,10.3,93.11227101,0.777811892,1.862654795,0.900624296,53.92584515,6.221294363,146.2
387,149,413.9,53953,70601,12,84.98463195,"(51046.4, 54545.6]",45.1,43.8,46.6,"Franklin County, Massachusetts",2.3,47.6,12.9,32.2,43,11.8,27.1,18.8,62.6,6.7,73.6,55.2,50.4,40.1,19,93.88423479,1.295963117,1.626279096,0.833520747,44.84802331,3.458753556,153.9
285,121,445.6,39937,59710,23.6,150.7285212,"(37413.8, 40362.7]",36.3,35,37.7,"Lowndes County, Mississippi",2.5,45.7,16.1,24.1,,10.5,29,14.2,,12.6,57.5,43.1,35.5,38.5,21.7,53.79654601,43.83323004,0.703529372,0.626476155,44.66265578,6.778509815,185
215,72,507.3,61989,52420,10.9,0,"(61494.5, 125635]",35.8,35.3,36.4,"Scott County, Kentucky",2.65,55.6,15,35.3,,7.4,30.7,17.2,65.3,6.9,75.4,64,58.1,24.8,13.9,88.59460321,5.185539479,0.878871218,2.670493045,56.81016231,5.258156478,179.6
1217,464,429.3,73788,346312,9.9,2.88756959,"(61494.5, 125635]",35.5,35,35.8,"Brazoria County, Texas",2.85,54.5,14.9,32.4,,8.1,25.7,18.5,61.3,5.4,69.6,60.2,55.6,21.7,12.5,74.69863538,12.99718757,5.948917981,4.176450906,56.55408408,6.533051164,169.3
81,32,345.3,45078,23506,15.6,0,"(42724.4, 45201]",31.7,30.9,33.2,"Cassia County, Idaho",2.96,60.1,18.5,41.3,,1.8,26.9,12.5,59.3,5.7,61.6,49,40.5,29.7,16.9,92.31460482,0.188283624,0.342333861,5.122170397,61.7563373,8.097815193,133.7
103,46,410.4,46526,19691,16.7,0,"(45201, 48021.6]",41.4,40.5,42.7,"Freestone County, Texas",2.44,52.7,22.5,32.7,,10.3,33.9,8.7,50.6,4.9,61.5,,40.7,33.4,15.2,79.79679363,16.20545287,0.275707138,1.322373124,52.28193357,2.553975777,180.2
343,123,467.3,58673,58612,11,443.5951682,"(54545.6, 61494.5]",43.2,41.7,44.7,"Washington County, Vermont",2.32,49.5,9.4,31.2,50.4,9,29.2,23.2,65,4.8,71.3,56.2,50.7,37.3,20.4,96.06980992,0.867550565,0.791449638,0.106541297,48.4375,2.874885005,165.8
48,22,364.5,51244,8446,10.7,0,"(51046.4, 54545.6]",52.8,51.2,53.6,"Custer County, South Dakota",2.12,63.6,34,28.3,,8.2,30.9,19.2,53.6,5.2,72.2,,39.4,37.9,14,93.41196092,0.274005242,0.34548487,0.452704313,59.13806864,4.363636364,158.7
346,141,446.7,37367,68215,24.4,0,"(34218.1, 37413.8]",36.6,35.6,37.9,"Jones County, Mississippi",2.71,48,18.3,30.2,,5.2,28.2,10.4,50.2,7.4,52.2,39.6,35.5,43.6,27.6,69.06379987,28.86958814,0.555099889,0.443786982,48.71544318,8.134642356,178.6
212,86,445.9,37008,45459,29.5,0,"(34218.1, 37413.8]",34.1,34.6,33.6,"Baldwin County, Georgia",2.62,34.6,9.1,22.7,,6,39,9.2,43.4,8.4,65.6,52.7,47.9,32.5,18.4,54.58674528,41.48487826,1.528551152,1.05251665,36.44386031,3.145390664,186.1
77,38,417.9,70281,14363,8.2,0,"(61494.5, 125635]",45.7,44.2,46.7,"Clarke County, Virginia",2.55,50.7,7.8,41.3,,11.5,28,18.1,59,6,75.4,58.9,52.2,25.8,9.9,88.73347787,5.482900902,0.972095951,2.363801664,50.21715527,6.678141136,197.4
27,10,370.5,53721,4125,9.7,0,"(51046.4, 54545.6]",48.5,47.1,50.6,"LaMoure County, North Dakota",2.2,64.6,24.3,23.2,42.3,10.1,31.7,17.3,61.8,1.9,82,,42.9,31.4,9.9,98.51689764,0.121565767,0,0.14587892,58.26086957,4.692082111,134.7
